series,celebrity,professional,week,dance,dance_style,song,artist,total_score,craig,len,bruno,arlene,alesha,darcey,shirley,motsi,anton,verdict,celeb_dob,celeb_age,celeb_gender,pro_gender,same_sex
3,Bill Turnbull,Karen Hardy,3,Tango,Ballroom,"Perhaps, Perhaps, Perhaps",Doris Day,20,4.0,5.0,6.0,5.0,,,,,,safe,1956-01-25,49.0,M,F,False
3,Dennis Taylor,Izabela Hannah,3,Jive,Latin,Jailhouse Rock,Elvis Presley,22,4.0,6.0,6.0,6.0,,,,,,safe,1949-01-19,56.0,M,F,False
3,Patsy Palmer,Anton Du Beke,3,Tango,Ballroom,Una Musica Brutal,Gotan Project,34,8.0,8.0,9.0,9.0,,,,,,safe,1972-05-26,33.0,F,M,False
3,Will Thorp,Hanna Haarala,3,Jive,Latin,Man! I Feel Like a Woman!,Shania Twain,25,6.0,5.0,7.0,7.0,,,,,,bottom-two,1977-06-21,28.0,M,F,False
3,Colin Jackson,Erin Boag,3,Tango,Ballroom,Ride It,Geri Halliwell,26,7.0,5.0,7.0,7.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Gloria Hunniford,Darren Bennett,3,Jive,Latin,Build Me Up Buttercup,The Foundations,19,3.0,4.0,6.0,6.0,,,,,,eliminated,1940-04-10,65.0,F,M,False
3,James Martin,Camilla Dallerup,3,Tango,Ballroom,Mein Herr,Liza Minnelli,28,6.0,7.0,8.0,7.0,,,,,,safe,1972-06-30,33.0,M,,False
3,Fiona Phillips,Brendan Cole,3,Jive,Latin,Hit the Road Jack,Ray Charles,16,2.0,4.0,5.0,5.0,,,,,,safe,1961-01-01,44.0,F,M,False
3,Darren Gough,Lilia Kopylova,3,Tango,Ballroom,From Russia with Love,Matt Monro,33,8.0,9.0,8.0,8.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Colin Jackson,Erin Boag,4,Paso Doble,Latin,Thriller,Michael Jackson,31,8.0,7.0,8.0,8.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Zoe Ball,Ian Waite,4,Foxtrot,Ballroom,Isn't She Lovely,Stevie Wonder,36,9.0,9.0,9.0,9.0,,,,,,safe,1970-11-23,34.0,F,M,False
3,Dennis Taylor,Izabela Hannah,4,Paso Doble,Latin,Eye of the Tiger,Survivor,15,2.0,3.0,5.0,5.0,,,,,,bottom-two,1949-01-19,56.0,M,F,False
3,Will Thorp,Hanna Haarala,4,Foxtrot,Ballroom,Dream a Little Dream of Me,The Beautiful South,34,8.0,8.0,9.0,9.0,,,,,,safe,1977-06-21,28.0,M,F,False
3,James Martin,Camilla Dallerup,4,Paso Doble,Latin,Romeo and Juliet,Royal Philharmonic Orchestra,29,7.0,8.0,7.0,7.0,,,,,,safe,1972-06-30,33.0,M,,False
3,Fiona Phillips,Brendan Cole,4,Foxtrot,Ballroom,Ain't That a Kick in the Head?,Robbie Williams,20,3.0,5.0,6.0,6.0,,,,,,eliminated,1961-01-01,44.0,F,M,False
3,Bill Turnbull,Karen Hardy,4,Paso Doble,Latin,Carnaval de Paris,Dario G,25,5.0,6.0,7.0,7.0,,,,,,safe,1956-01-25,49.0,M,F,False
3,Patsy Palmer,Anton Du Beke,4,Foxtrot,Ballroom,You're Nobody till Somebody Loves You,Dean Martin,31,7.0,8.0,8.0,8.0,,,,,,safe,1972-05-26,33.0,F,M,False
3,Darren Gough,Lilia Kopylova,4,Paso Doble,Latin,Don't Let Me Be Misunderstood,The Animals,34,8.0,9.0,9.0,8.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Darren Gough,Lilia Kopylova,5,Viennese Waltz,Ballroom,End of the Road,Boyz II Men,28,6.0,7.0,8.0,7.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Dennis Taylor,Izabela Hannah,5,Samba,Latin,La Bamba,Los Lobos,23,5.0,5.0,6.0,7.0,,,,,,eliminated,1949-01-19,56.0,M,F,False
3,Will Thorp,Hanna Haarala,5,Viennese Waltz,Ballroom,Somebody to Love,Queen,23,4.0,6.0,6.0,7.0,,,,,,bottom-two,1977-06-21,28.0,M,F,False
3,Colin Jackson,Erin Boag,5,Samba,Latin,Naughty Girl,Beyoncé,32,8.0,8.0,8.0,8.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Bill Turnbull,Karen Hardy,5,Viennese Waltz,Ballroom,Golden Brown,The Stranglers,27,6.0,7.0,7.0,7.0,,,,,,safe,1956-01-25,49.0,M,F,False
3,Patsy Palmer,Anton Du Beke,5,Samba,Latin,Going Back to My Roots,Odyssey,26,6.0,6.0,7.0,7.0,,,,,,safe,1972-05-26,33.0,F,M,False
3,James Martin,Camilla Dallerup,5,Viennese Waltz,Ballroom,Mr. Bojangles,Neil Diamond,29,5.0,8.0,8.0,8.0,,,,,,safe,1972-06-30,33.0,M,,False
3,Zoe Ball,Ian Waite,5,Samba,Latin,Aquarius,The Fifth Dimension,35,8.0,9.0,9.0,9.0,,,,,,safe,1970-11-23,34.0,F,M,False
3,James Martin,Camilla Dallerup,6,Jive,Latin,Why Do Fools Fall in Love,Diana Ross,20,5.0,4.0,6.0,5.0,,,,,,safe,1972-06-30,33.0,M,,False
3,Zoe Ball,Ian Waite,6,Quickstep,Ballroom,Almost Like Being in Love,Nat King Cole,36,8.0,9.0,9.0,10.0,,,,,,safe,1970-11-23,34.0,F,M,False
3,Bill Turnbull,Karen Hardy,6,Rumba,Latin,Ain't No Sunshine,Bill Withers,17,2.0,5.0,6.0,4.0,,,,,,safe,1956-01-25,49.0,M,F,False
3,Will Thorp,Hanna Haarala,6,Tango,Ballroom,Pretty Woman,Roy Orbison,28,6.0,6.0,9.0,7.0,,,,,,eliminated,1977-06-21,28.0,M,F,False
3,Patsy Palmer,Anton Du Beke,6,Quickstep,Ballroom,Lover Come Back to Me,Barbra Streisand,31,7.0,8.0,8.0,8.0,,,,,,bottom-two,1972-05-26,33.0,F,M,False
3,Darren Gough,Lilia Kopylova,6,Jive,Latin,Everybody Needs Somebody to Love,The Blues Brothers,30,7.0,7.0,8.0,8.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Colin Jackson,Erin Boag,6,Foxtrot,Ballroom,"New York, New York",Frank Sinatra,32,8.0,8.0,8.0,8.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Bill Turnbull,Karen Hardy,7,Waltz,Ballroom,What the World Needs Now Is Love,Dionne Warwick,25,6.0,6.0,7.0,6.0,,,,,,eliminated,1956-01-25,49.0,M,F,False
3,Patsy Palmer,Anton Du Beke,7,Cha-Cha-Cha,Latin,A Little Less Conversation,JXL,24,6.0,4.0,7.0,7.0,,,,,,bottom-two,1972-05-26,33.0,F,M,False
3,Colin Jackson,Erin Boag,7,Viennese Waltz,Ballroom,Stop!,Sam Brown,34,9.0,9.0,8.0,8.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Zoe Ball,Ian Waite,7,Tango,Ballroom,Tango Argentino,Mario Battaini,38,9.0,10.0,9.0,10.0,,,,,,safe,1970-11-23,34.0,F,M,False
3,Darren Gough,Lilia Kopylova,7,Foxtrot,Ballroom,Big Spender,Shirley Bassey,34,8.0,8.0,9.0,9.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,James Martin,Camilla Dallerup,7,Waltz,Ballroom,Together Again,Buck Owens,32,7.0,8.0,9.0,8.0,,,,,,safe,1972-06-30,33.0,M,,False
3,Colin Jackson,Erin Boag,8,Rumba,Latin,You're Beautiful,James Blunt,36,9.0,9.0,9.0,9.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Colin Jackson,Erin Boag,8,American Smooth,Ballroom,Me and My Shadow,"Frank Sinatra & Sammy Davis, Jr.",37,9.0,10.0,9.0,9.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,James Martin,Camilla Dallerup,8,Samba,Latin,All Night Long,Lionel Richie,20,4.0,5.0,6.0,5.0,,,,,,safe,1972-06-30,33.0,M,,False
3,James Martin,Camilla Dallerup,8,American Smooth,Ballroom,Call Me Irresponsible,Michael Bublé,28,7.0,7.0,7.0,7.0,,,,,,safe,1972-06-30,33.0,M,,False
3,Patsy Palmer,Anton Du Beke,8,Jive,Latin,Two Hearts,Phil Collins,27,6.0,6.0,7.0,8.0,,,,,,eliminated,1972-05-26,33.0,F,M,False
3,Patsy Palmer,Anton Du Beke,8,American Smooth,Ballroom,It Had to Be You,"Harry Connick, Jr.",31,7.0,8.0,8.0,8.0,,,,,,eliminated,1972-05-26,33.0,F,M,False
3,Darren Gough,Lilia Kopylova,8,Rumba,Latin,Beautiful,Christina Aguilera,30,8.0,7.0,8.0,7.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Darren Gough,Lilia Kopylova,8,American Smooth,Ballroom,I Get the Sweetest Feeling,Jackie Wilson,32,8.0,8.0,8.0,8.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Zoe Ball,Ian Waite,8,Cha-Cha-Cha,Latin,Ain't No Stoppin' Us Now,Edwin Starr,32,8.0,7.0,8.0,9.0,,,,,,bottom-two,1970-11-23,34.0,F,M,False
3,Zoe Ball,Ian Waite,8,American Smooth,Ballroom,Passing Strangers,Sarah Vaughan,36,9.0,9.0,9.0,9.0,,,,,,bottom-two,1970-11-23,34.0,F,M,False
3,Darren Gough,Lilia Kopylova,9,Waltz,Ballroom,Your Song,Elton John,35,9.0,9.0,9.0,8.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Darren Gough,Lilia Kopylova,9,Samba,Latin,You to Me Are Everything,The Real Thing,29,6.0,7.0,9.0,7.0,,,,,,safe,1970-09-18,34.0,M,F,False
3,Zoe Ball,Ian Waite,9,Viennese Waltz,Ballroom,Always and Forever,Heatwave,36,9.0,9.0,9.0,9.0,,,,,,bottom-two,1970-11-23,34.0,F,M,False
3,Zoe Ball,Ian Waite,9,Paso Doble,Latin,Manolita,Tito Schipa,33,8.0,8.0,8.0,9.0,,,,,,bottom-two,1970-11-23,34.0,F,M,False
3,James Martin,Camilla Dallerup,9,Foxtrot,Ballroom,Beyond the Sea,Bobby Darin,33,8.0,8.0,9.0,8.0,,,,,,eliminated,1972-06-30,33.0,M,,False
3,James Martin,Camilla Dallerup,9,Rumba,Latin,Home,Michael Bublé,22,4.0,6.0,7.0,5.0,,,,,,eliminated,1972-06-30,33.0,M,,False
3,Colin Jackson,Erin Boag,9,Waltz,Ballroom,I Will Always Love You,Whitney Houston,37,9.0,9.0,10.0,9.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Colin Jackson,Erin Boag,9,Jive,Latin,Footloose,Kenny Loggins,30,7.0,7.0,8.0,8.0,,,,,,safe,1967-02-18,38.0,M,F,False
3,Colin Jackson,Erin Boag,10,Quickstep,Ballroom,Nice Work If You Can Get It,Bing Crosby,39,9.0,10.0,10.0,10.0,,,,,,runner-up,1967-02-18,38.0,M,F,False
3,Colin Jackson,Erin Boag,10,Rumba,Latin,You're Beautiful,James Blunt,36,9.0,9.0,9.0,9.0,,,,,,runner-up,1967-02-18,38.0,M,F,False
3,Darren Gough,Lilia Kopylova,10,Foxtrot,Ballroom,Big Spender,Shirley Bassey,36,8.0,9.0,10.0,9.0,,,,,,winner,1970-09-18,34.0,M,F,False
3,Darren Gough,Lilia Kopylova,10,Paso Doble,Latin,Don't Let Me Be Misunderstood,The Animals,36,9.0,9.0,9.0,9.0,,,,,,winner,1970-09-18,34.0,M,F,False
3,Zoe Ball,Ian Waite,10,Tango,Ballroom,Tango Argentino,Mario Battaini,38,9.0,10.0,9.0,10.0,,,,,,,1970-11-23,34.0,F,M,False
3,Zoe Ball,Ian Waite,10,Samba,Latin,Aquarius,The Fifth Dimension,38,9.0,9.0,10.0,10.0,,,,,,runner-up,1970-11-23,34.0,F,M,False
4,Matt Dawson,Lilia Kopylova,1,Cha-Cha-Cha,Latin,(I Can't Get No) Satisfaction,The Rolling Stones,19,2.0,5.0,6.0,6.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Nicholas Owen,Nicole Cutler,1,Waltz,Ballroom,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,14,2.0,2.0,5.0,5.0,,,,,,eliminated,1947-02-10,59.0,M,F,False
4,Ray Fearon,Camilla Dallerup,1,Cha-Cha-Cha,Latin,Can You Feel It?,The Jacksons,27,6.0,6.0,7.0,8.0,,,,,,safe,1967-01-01,39.0,M,,False
4,Peter Schmeichel,Erin Boag,1,Waltz,Ballroom,The Greatest Love of All,Whitney Houston,25,6.0,5.0,7.0,7.0,,,,,,safe,1963-11-18,42.0,M,F,False
4,DJ Spoony,Ola Jordan,1,Cha-Cha-Cha,Latin,Kiss,Prince,27,5.0,7.0,8.0,7.0,,,,,,safe,1970-06-25,36.0,M,F,False
4,Jimmy Tarbuck,Flavia Cacace,1,Waltz,Ballroom,See The Day,Dee C. Lee,17,3.0,4.0,5.0,5.0,,,,,,bottom-two,1940-02-06,66.0,M,F,False
4,Mark Ramprakash,Karen Hardy,1,Cha-Cha-Cha,Latin,Let's Get Loud,Jennifer Lopez,27,7.0,7.0,7.0,6.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Carol Smillie,Matthew Cutler,2,Quickstep,Ballroom,9 to 5,Dolly Parton,25,7.0,5.0,6.0,7.0,,,,,,safe,1961-12-23,44.0,F,M,False
4,Mica Paris,Ian Waite,2,Rumba,Latin,You Give Me Something,James Morrison,20,3.0,5.0,6.0,6.0,,,,,,eliminated,1969-04-27,37.0,F,M,False
4,Louisa Lytton,Vincent Simone,2,Quickstep,Ballroom,Don't Get Me Wrong,The Pretenders,28,7.0,8.0,6.0,7.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Georgina Bouzova,James Jordan,2,Rumba,Latin,Let's Get It On,Marvin Gaye,14,3.0,2.0,5.0,4.0,,,,,,bottom-two,1979-06-01,27.0,F,M,False
4,Jan Ravens,Anton Du Beke,2,Quickstep,Ballroom,When You're Smiling,Louis Armstrong,24,6.0,6.0,6.0,6.0,,,,,,safe,1958-05-14,48.0,F,M,False
4,Claire King,Brendan Cole,2,Rumba,Latin,Show Me Heaven,Maria McKee,21,7.0,4.0,4.0,6.0,,,,,,safe,1962-01-10,44.0,F,M,False
4,Emma Bunton,Darren Bennett,2,Quickstep,Ballroom,I Got Rhythm,Bobby Darin,33,8.0,8.0,8.0,9.0,,,,,,safe,1976-01-21,30.0,F,M,False
4,Ray Fearon,Camilla Dallerup,3,Tango,Ballroom,"Money, Money, Money",ABBA,29,7.0,6.0,8.0,8.0,,,,,,safe,1967-01-01,39.0,M,,False
4,Carol Smillie,Matthew Cutler,3,Jive,Latin,Hanky Panky,Madonna,27,6.0,7.0,7.0,7.0,,,,,,safe,1961-12-23,44.0,F,M,False
4,Matt Dawson,Lilia Kopylova,3,Tango,Ballroom,Stand by Me,Ben E. King,30,8.0,7.0,7.0,8.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Georgina Bouzova,James Jordan,3,Jive,Latin,Burning Love,Elvis Presley,18,3.0,3.0,6.0,6.0,,,,,,bottom-two,1979-06-01,27.0,F,M,False
4,DJ Spoony,Ola Jordan,3,Tango,Ballroom,Tango D'Amour,Vicky Leandros,27,6.0,7.0,7.0,7.0,,,,,,eliminated,1970-06-25,36.0,M,F,False
4,Claire King,Brendan Cole,3,Jive,Latin,Nutbush City Limits,Ike & Tina Turner,22,4.0,6.0,6.0,6.0,,,,,,safe,1962-01-10,44.0,F,M,False
4,Jan Ravens,Anton Du Beke,3,Jive,Latin,Do You Wanna Dance,Cliff Richard,18,3.0,4.0,6.0,5.0,,,,,,safe,1958-05-14,48.0,F,M,False
4,Mark Ramprakash,Karen Hardy,3,Tango,Ballroom,Eleanor Rigby,The Beatles,32,7.0,8.0,8.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Emma Bunton,Darren Bennett,3,Jive,Latin,The Edge of Heaven,Wham!,33,8.0,8.0,8.0,9.0,,,,,,safe,1976-01-21,30.0,F,M,False
4,Peter Schmeichel,Erin Boag,3,Tango,Ballroom,Tango Notturno,Tango Ballroom Orchestra Alfred Hause,31,6.0,8.0,9.0,8.0,,,,,,safe,1963-11-18,42.0,M,F,False
4,Louisa Lytton,Vincent Simone,3,Jive,Latin,Smiley Faces,Gnarls Barkley,36,8.0,9.0,9.0,10.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Emma Bunton,Darren Bennett,4,Foxtrot,Ballroom,One,from A Chorus Line,30,8.0,7.0,7.0,8.0,,,,,,safe,1976-01-21,30.0,F,M,False
4,Matt Dawson,Lilia Kopylova,4,Paso Doble,Latin,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,28,7.0,7.0,7.0,7.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Jan Ravens,Anton Du Beke,4,Foxtrot,Ballroom,Night and Day,Ella Fitzgerald,24,5.0,5.0,7.0,7.0,,,,,,bottom-two,1958-05-14,48.0,F,M,False
4,Mark Ramprakash,Karen Hardy,4,Paso Doble,Latin,Scott & Fran's Paso Doble,from Strictly Ballroom,35,8.0,9.0,9.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Carol Smillie,Matthew Cutler,4,Foxtrot,Ballroom,Stuck on You,Lionel Richie,29,6.0,7.0,8.0,8.0,,,,,,safe,1961-12-23,44.0,F,M,False
4,Georgina Bouzova,James Jordan,4,Foxtrot,Ballroom,Have You Met Miss Jones?,Robbie Williams,26,5.0,6.0,8.0,7.0,,,,,,eliminated,1979-06-01,27.0,F,M,False
4,Peter Schmeichel,Erin Boag,4,Paso Doble,Latin,Mission: Impossible Theme,from Mission: Impossible,19,2.0,5.0,6.0,6.0,,,,,,safe,1963-11-18,42.0,M,F,False
4,Louisa Lytton,Vincent Simone,4,Foxtrot,Ballroom,Piece of My Heart,Erma Franklin,26,7.0,5.0,6.0,8.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Ray Fearon,Camilla Dallerup,4,Paso Doble,Latin,It's My Life,Bon Jovi,30,7.0,8.0,7.0,8.0,,,,,,safe,1967-01-01,39.0,M,,False
4,Claire King,Brendan Cole,4,Foxtrot,Ballroom,Sweet Caroline,Neil Diamond,24,7.0,4.0,6.0,7.0,,,,,,safe,1962-01-10,44.0,F,M,False
4,Louisa Lytton,Vincent Simone,5,Salsa,Latin,Bailamos,Enrique Iglesias,29,6.0,8.0,7.0,8.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Jan Ravens,Anton Du Beke,5,Viennese Waltz,Ballroom,Iris,The Goo Goo Dolls,25,5.0,6.0,7.0,7.0,,,,,,eliminated,1958-05-14,48.0,F,M,False
4,Matt Dawson,Lilia Kopylova,5,Salsa,Latin,Perfect Love,Simply Red,25,5.0,6.0,7.0,7.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Ray Fearon,Camilla Dallerup,5,Viennese Waltz,Ballroom,I'll Make Love To You,Boyz II Men,35,8.0,9.0,9.0,9.0,,,,,,safe,1967-01-01,39.0,M,,False
4,Claire King,Brendan Cole,5,Salsa,Latin,Senorita,Justin Timberlake,21,4.0,5.0,6.0,6.0,,,,,,bottom-two,1962-01-10,44.0,F,M,False
4,Emma Bunton,Darren Bennett,5,Viennese Waltz,Ballroom,Kiss From A Rose,Seal,34,8.0,9.0,8.0,9.0,,,,,,safe,1976-01-21,30.0,F,M,False
4,Carol Smillie,Matthew Cutler,5,Salsa,Latin,Don't Stop 'Til You Get Enough,Michael Jackson,29,7.0,6.0,8.0,8.0,,,,,,safe,1961-12-23,44.0,F,M,False
4,Peter Schmeichel,Erin Boag,5,Viennese Waltz,Ballroom,Have You Ever Really Loved a Woman?,Bryan Adams,28,6.0,7.0,8.0,7.0,,,,,,safe,1963-11-18,42.0,M,F,False
4,Mark Ramprakash,Karen Hardy,5,Salsa,Latin,"Hot, Hot, Hot",Arrow,36,9.0,9.0,9.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Ray Fearon,Camilla Dallerup,6,Samba,Latin,I Don't Feel Like Dancin',Scissor Sisters,26,6.0,6.0,7.0,7.0,,,,,,eliminated,1967-01-01,39.0,M,,False
4,Claire King,Brendan Cole,6,American Smooth,Ballroom,Blue Moon,Frank Sinatra,32,8.0,7.0,9.0,8.0,,,,,,bottom-two,1962-01-10,44.0,F,M,False
4,Emma Bunton,Darren Bennett,6,Samba,Latin,María,Ricky Martin,36,9.0,9.0,9.0,9.0,,,,,,safe,1976-01-21,30.0,F,M,False
4,Mark Ramprakash,Karen Hardy,6,American Smooth,Ballroom,Orange Colored Sky,Nat King Cole,33,8.0,9.0,7.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Louisa Lytton,Vincent Simone,6,Samba,Latin,Rhythm of the Night,DeBarge,32,8.0,8.0,8.0,8.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Matt Dawson,Lilia Kopylova,6,American Smooth,Ballroom,You Make Me Feel So Young,Frank Sinatra,34,8.0,8.0,9.0,9.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Peter Schmeichel,Erin Boag,6,Samba,Latin,Use It Up and Wear It Out,Odyssey,19,3.0,4.0,6.0,6.0,,,,,,safe,1963-11-18,42.0,M,F,False
4,Carol Smillie,Matthew Cutler,6,American Smooth,Ballroom,It's Oh So Quiet,Björk,27,6.0,7.0,7.0,7.0,,,,,,safe,1961-12-23,44.0,F,M,False
4,Emma Bunton,Darren Bennett,7,Cha-Cha-Cha,Latin,All Right Now,Free,30,7.0,7.0,7.0,9.0,,,,,,bottom-two,1976-01-21,30.0,F,M,False
4,Claire King,Brendan Cole,7,Tango,Ballroom,Ole Guapa,André Rieu,29,8.0,8.0,6.0,7.0,,,,,,safe,1962-01-10,44.0,F,M,False
4,Mark Ramprakash,Karen Hardy,7,Rumba,Latin,Right Here Waiting,Richard Marx,27,5.0,6.0,8.0,8.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Carol Smillie,Matthew Cutler,7,Cha-Cha-Cha,Latin,Dancing in the Moonlight,Toploader,30,7.0,7.0,8.0,8.0,,,,,,safe,1961-12-23,44.0,F,M,False
4,Peter Schmeichel,Erin Boag,7,Foxtrot,Ballroom,Something's Gotta Give,"Sammy Davis, Jr.",26,6.0,6.0,7.0,7.0,,,,,,eliminated,1963-11-18,42.0,M,F,False
4,Louisa Lytton,Vincent Simone,7,Tango,Ballroom,Sweet Dreams (Are Made of This),Eurythmics,35,8.0,9.0,9.0,9.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Matt Dawson,Lilia Kopylova,7,Waltz,Ballroom,What a Wonderful World,Louis Armstrong,37,9.0,9.0,10.0,9.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Matt Dawson,Lilia Kopylova,8,Jive,Latin,I Got You (I Feel Good),James Brown,28,6.0,7.0,8.0,7.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Carol Smillie,Matthew Cutler,8,Waltz,Ballroom,If You Don't Know Me by Now,Simply Red,30,7.0,7.0,8.0,8.0,,,,,,bottom-two,1961-12-23,44.0,F,M,False
4,Louisa Lytton,Vincent Simone,8,Paso Doble,Latin,Left Outside Alone,Anastacia,34,8.0,8.0,9.0,9.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Emma Bunton,Darren Bennett,8,American Smooth,Ballroom,Anything Goes,Cole Porter,34,8.0,8.0,9.0,9.0,,,,,,safe,1976-01-21,30.0,F,M,False
4,Claire King,Brendan Cole,8,Samba,Latin,I Love to Love,Tina Charles,25,5.0,5.0,8.0,7.0,,,,,,eliminated,1962-01-10,44.0,F,M,False
4,Mark Ramprakash,Karen Hardy,8,Viennese Waltz,Ballroom,Piano Man,Billy Joel,36,9.0,9.0,9.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Carol Smillie,Matthew Cutler,9,Viennese Waltz,Ballroom,Breakaway,Kelly Clarkson,34,8.0,8.0,9.0,9.0,,,,,,eliminated,1961-12-23,44.0,F,M,False
4,Carol Smillie,Matthew Cutler,9,Samba,Latin,Club Tropicana,Wham!,34,7.0,9.0,9.0,9.0,,,,,,eliminated,1961-12-23,44.0,F,M,False
4,Matt Dawson,Lilia Kopylova,9,Quickstep,Ballroom,Walking on Sunshine,Katrina and the Waves,34,8.0,8.0,9.0,9.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Matt Dawson,Lilia Kopylova,9,Rumba,Latin,The Blower's Daughter,Damien Rice,27,6.0,6.0,8.0,7.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Emma Bunton,Darren Bennett,9,Waltz,Ballroom,The Way We Were,Barbra Streisand,37,9.0,8.0,10.0,10.0,,,,,,bottom-two,1976-01-21,30.0,F,M,False
4,Emma Bunton,Darren Bennett,9,Paso Doble,Latin,Explosive,Bond,37,9.0,9.0,9.0,10.0,,,,,,bottom-two,1976-01-21,30.0,F,M,False
4,Mark Ramprakash,Karen Hardy,9,Foxtrot,Ballroom,California Dreamin',The Mamas & the Papas,28,7.0,7.0,7.0,7.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Mark Ramprakash,Karen Hardy,9,Samba,Latin,I Go to Rio,Peter Allen,36,9.0,9.0,9.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Louisa Lytton,Vincent Simone,9,Viennese Waltz,Ballroom,That's Amore,Dean Martin,33,8.0,8.0,8.0,9.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Louisa Lytton,Vincent Simone,9,Cha-Cha-Cha,Latin,Rescue Me,Fontella Bass,36,9.0,9.0,9.0,9.0,,,,,,safe,1989-02-07,17.0,F,M,False
4,Mark Ramprakash,Karen Hardy,10,Waltz,Ballroom,With You I'm Born Again,Billy Preston,36,9.0,9.0,9.0,9.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Mark Ramprakash,Karen Hardy,10,Jive,Latin,Blue Suede Shoes,Elvis Presley,27,5.0,7.0,8.0,7.0,,,,,,safe,1969-09-05,36.0,M,F,False
4,Louisa Lytton,Vincent Simone,10,American Smooth,Ballroom,Do Nothing till You Hear from Me,Robbie Williams,31,7.0,8.0,8.0,8.0,,,,,,eliminated,1989-02-07,17.0,F,M,False
4,Louisa Lytton,Vincent Simone,10,Rumba,Latin,Everything I Do (I Do It For You),Bryan Adams,28,7.0,7.0,7.0,7.0,,,,,,eliminated,1989-02-07,17.0,F,M,False
4,Matt Dawson,Lilia Kopylova,10,Viennese Waltz,Ballroom,Crazy,Aerosmith,29,6.0,7.0,8.0,8.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Matt Dawson,Lilia Kopylova,10,Samba,Latin,Faith,George Michael,32,8.0,8.0,8.0,8.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Emma Bunton,Darren Bennett,10,Tango,Ballroom,Maneater,Nelly Furtado,35,9.0,8.0,9.0,9.0,,,,,,bottom-two,1976-01-21,30.0,F,M,False
4,Emma Bunton,Darren Bennett,10,Rumba,Latin,She's the One,Robbie Williams,34,8.0,8.0,9.0,9.0,,,,,,bottom-two,1976-01-21,30.0,F,M,False
4,Matt Dawson,Lilia Kopylova,11,Foxtrot,Ballroom,Moondance,Van Morrison,35,9.0,8.0,9.0,9.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Matt Dawson,Lilia Kopylova,11,Argentine Tango,Latin,I've Seen That Face Before (Libertango),Grace Jones,30,7.0,7.0,8.0,8.0,,,,,,safe,1972-10-31,33.0,M,F,False
4,Emma Bunton,Darren Bennett,11,Argentine Tango,Latin,Santa Maria,Gotan Project,36,9.0,9.0,9.0,9.0,,,,,,eliminated,1976-01-21,30.0,F,M,False
4,Emma Bunton,Darren Bennett,11,Salsa,Latin,Ain't Nobody,Chaka Khan,33,8.0,7.0,9.0,9.0,,,,,,eliminated,1976-01-21,30.0,F,M,False
